,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
435,NC-IL081-24335,2020-08-07 00:00:00,Visual- Cleanliness,Reject,00001914320010,5600000,4006202,"West Pharmaceutical Services, Inc.",,Quality,Yes,Yes,2021-05-13 18:50:15.087000,2021-05-11 00:00:00,0.0,0.0,Visual- Cleanliness,,,2020-08-07,INC,PR-Undetermined,PR-Undetermined-MEDMFGPR,CLOSED,Syringe
436,NC-IL081-24417,2020-08-11 00:00:00,SFF-SA-V-Damaged Components 1,Reject,20H04563X,7200,6492743,,,Quality,Yes,Yes,2020-08-14 20:15:27.130000,2020-08-14 00:00:00,0.1,720.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2020-08-12,S7P,Jam,"There was a jam in the plunger aidlin starwheel, one of the broken parts transported to the ram and was packed into a finished case.",CLOSED,Syringe
437,NC-IL081-24463,2020-08-12 00:00:00,SFF-M-V-Broken/Damaged 1,Reject,20H04863X,2000,4502570,,,Quality,Yes,Yes,2020-08-19 20:33:50.543000,2020-08-19 00:00:00,0.1,200.0,Broken or damaged product rendering it Non Functional,,,2020-08-13,S8A,Pin came out of core,"Due to normal running of the mold, the pin from cavity 8D had come loose and pulled out of the core.",CLOSED,Syringe
438,NC-IL081-25068,2020-09-09 00:00:00,Visual- Loose Particulate,Reject,20J04 -1 - 12,4320000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2020-09-16 15:20:52.353000,2020-09-15 00:00:00,0.0,0.0,Visual- Loose Particulate,,,2020-09-09,INC,PR-Undetermined,PR-Undetermined-MEDMFGPR---Investigation documented in SCAR CAPA-IL081-01715,CLOSED,Syringe
439,NC-IL081-25117,2020-09-10 00:00:00,CFF-F-Assembly 3,Reject,20F08063,280,8537SA,,,Quality,Yes,Yes,2020-09-25 20:57:30.573000,2020-09-25 00:00:00,20.0,5600.0,,Functional,Assembly,2020-09-11,171,Blockage,"Blockage in the mold caused by sitting water within the manifold that builds up with rust internally, causing the mold to get hot and parts to warp upon ejection.",CLOSED,Container
440,NC-IL081-25255,2020-09-17 00:00:00,PR-Environmental,Reject,19K15863X,1000,4502570,,,Quality,Yes,Yes,2020-10-21 15:16:34.287000,2020-10-21 00:00:00,0.1,100.0,Not Found,Not Found,Not Found,2020-09-18,CME,No Problems Found,No Problems Found,CLOSED,Syringe
441,NC-IL081-25533,2020-09-29 00:00:00,SFF-M-V-Flash/Gate 3,Reject,20J14963,9000,R7642B,,,Quality,Yes,Yes,2020-10-08 16:51:13.567000,2020-10-08 00:00:00,0.1,900.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2020-09-30,,excessive plastic,When the process tech closed a cavity earlier in the day he did not adjust the shot size enough causing excessive plastic going into the mold and causing flash on barrel A3.,CLOSED,Syringe
442,NC-IL081-25597,2020-10-02 00:00:00,SFF-P-V-Numbering 1,Reject,20J14763X,7200,8881112083,,,Quality,Yes,Yes,2020-10-07 16:44:48.273000,2020-10-07 00:00:00,119.7,861840.0,Type 1: Missing 1 or more numeral(s),,,2020-10-02,S2N,Loose screw,A screw that holds the blankets in place was loose and protruding out.,CLOSED,Syringe
443,NC-IL081-25652,2020-10-06 00:00:00,SFF-M-V-Shorts 1,Reject,8881512852,23040,8881512852,,,Quality,Yes,Yes,2020-10-19 16:39:39.633000,2020-10-19 00:00:00,97.7,2251008.0,Shorts in fluid pathway or in area where Sterility is required,,,2020-10-06,S2B,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
444,NC-IL081-25745,2020-10-08 00:00:00,SFF-P-V-Alpha Numeric 2,Reject,20J21163X,2000,8881907102,,,Quality,Yes,Yes,2020-10-21 14:43:35.750000,2020-10-21 00:00:00,62.5,125000.0,Type 2: Illegible print or missing one or more letter,,,2020-10-08,S7N,Dried ink,,CLOSED,Syringe
445,NC-IL081-25745,2020-10-08 00:00:00,SFF-P-V-Alpha Numeric 2,Reject,20J21663X,7000,8881907102,,,Quality,Yes,Yes,2020-10-21 14:43:35.750000,2020-10-21 00:00:00,62.5,437500.0,Type 2: Illegible print or missing one or more letter,,,2020-10-08,S7N,Dried ink,,CLOSED,Syringe
446,NC-IL081-25942,2020-10-14 00:00:00,Packaging Artwork - Poor / Missing Print,Reject,525485,1003,5500149,Packaging Corporation of America,,Quality,Yes,Yes,2020-12-13 18:06:19.453000,2020-12-11 00:00:00,0.8,802.4000000000001,Not Found,Not Found,Not Found,2020-10-14,INC,Process/Method,Process/Method-- The change in print registration after the machine jammed up caused this print issue. The operator also did not check 1 carton/unit as required with the quality check process,CLOSED,
447,NC-IL081-26130,2020-10-19 00:00:00,SFF-SA-V-Damaged Components 3,Reject,20K04063X,7300,8881112599,,,Quality,Yes,Yes,2020-10-27 19:11:18.017000,2020-10-27 00:00:00,58.4,426320.0,Damaged Components Type 3: Damaged product/component (functional but less than desired); Scratches/drag marks on the barrel,,,2020-10-20,S1R,Sensor not working,Worn rubber bands on plunger drop station at the ram and Side 1 plunger aidlin low level sensor not working properly.,CLOSED,Syringe
448,NC-IL081-26213,2020-10-22 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Reject,19K16863X,264000,4502575,,,Quality,Yes,Yes,2020-12-01 14:30:29.550000,2020-12-01 00:00:00,0.1,26400.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2020-10-22,S6C,Material blocked gate,An assessment of the checkback results showed that the defect was inconsistent in nature which would be more representative of a material blocked gate versus a damaged gate as a damaged gate would be a permanent defect type.,CLOSED,Syringe
449,NC-IL081-26495,2020-10-30 00:00:00,SFF-M-V-Flash/Gate 3,Reject,20K11963X,2880,1181200777,,,Quality,Yes,Yes,2020-11-04 22:00:10.263000,2020-11-04 00:00:00,67.9,195552.00000000003,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2020-10-30,S8D,"""Part didn't eject""",Defect caused by the mold closing on a part that failed to eject resulting in a gap along the parting line and flashed parts,CLOSED,
450,NC-IL081-26549,2020-11-02 00:00:00,Packaging Artwork - Poor / Missing Print,Reject,139292,2826,CL63R1776,American Eagle Packaging Corporation,,Quality,Yes,Yes,2020-11-19 16:31:41.780000,2020-11-02 00:00:00,1.0,2826.0,Not Found,Not Found,Not Found,2020-11-02,INC,Process/Method,Process/Method- The replacement was a temporary banded part# that was taped to the mount and fell off during the run.,CLOSED,
451,NC-IL081-26585,2020-11-03 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Reject,20K16763X,44000,4502570,,,Quality,Yes,Yes,2020-11-05 17:26:54.113000,2020-11-05 00:00:00,0.1,4400.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2020-11-03,S6K,Part Out of Pocket,Part Out of Pocket,CLOSED,Syringe
452,NC-IL081-26630,2020-11-04 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Reject,19K20663X,8,4502570,,,Quality,Yes,Yes,2020-12-04 17:44:18.030000,2020-12-03 00:00:00,0.1,0.8,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2020-11-04,S6K,Human Error,"Based on the investigation a root cause could not be confirmed, however the most probable cause is failure to clean following maintenance activities during the production lot.",CLOSED,Syringe
453,NC-IL081-26700,2020-11-06 00:00:00,SFF-M-V-Flash/Gate 1,Reject,20J14963,9000,R7642B,,,Quality,Yes,Yes,2020-11-20 17:06:21.473000,2020-11-20 00:00:00,0.1,900.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2020-11-06,S4A,Shot Size,A cavity was closed earlier in the run and shot size was not adjusted enough causing excessive plastic going through the mold resulting in flash.,CLOSED,Syringe
454,NC-IL081-26791,2020-11-10 00:00:00,SFF-M-V-Flash/Gate 1,Reject,20K21363X,53000,4502570,,,Quality,Yes,Yes,2020-11-18 15:41:29.087000,2020-11-18 00:00:00,0.1,5300.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2020-11-10,S6C,Tool Damage,Tool damage in the tip caused excess plastic which resulted in unacceptable tip flash.,CLOSED,Syringe
455,NC-IL081-26900,2020-11-13 00:00:00,SFF-P-V-Numbering 1,Reject,20L02163X,5760,8881512852,,,Quality,Yes,Yes,2020-11-25 16:24:15.677000,2020-11-25 00:00:00,97.7,562752.0,Type 1: Missing 1 or more numeral(s),,,2020-11-13,S3N,Incorrect Pressure,Incorrect Pressure,CLOSED,Syringe
456,NC-IL081-26915,2020-11-13 00:00:00,SFF-SA-V-Mixed Product 2,Reject,20K21663X,16000,4502570,,,Quality,Yes,Yes,2020-11-25 16:53:17.923000,2020-11-25 00:00:00,0.1,1600.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-11-13,S6K,Misaligned Gate,The gate for part guide was misaligned and out of place.,CLOSED,Syringe
457,NC-IL081-27025,2020-11-17 00:00:00,SFF-P-V-ALPHA NUMERIC 2,Reject,20J22163X,23000,8881907102,,,Quality,Yes,Yes,2020-12-21 17:28:48.347000,2020-12-21 00:00:00,62.5,1437500.0,Not Found,Not Found,Not Found,2020-11-17,S7N,Dried up ink on equipment,The ink pad and tray had caked up dried ink which was causing inconsistent barrel print.,CLOSED,Syringe
458,NC-IL081-27231,2020-11-23 00:00:00,SFF-SA-V-Mixed Product 2,Reject,20L06663X,2400,8881112599,,,Quality,Yes,Yes,2020-12-02 16:31:10.747000,2020-12-02 00:00:00,58.4,140160.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-11-24,S1P,Dirty sensor,The sensor on side 1A was not working properly due to a build up of debris and silicone. Sensor was unable to detect when a rubber tip was missing.,CLOSED,Syringe
459,NC-IL081-27510,2020-12-07 00:00:00,SFF-PPSP-V-Seal Integrity 2,Reject,20M02163X,17760,8881540122,,,Quality,Yes,Yes,2020-12-16 15:55:16.043000,2020-12-16 00:00:00,78.6,1395936.0,"Seal is intact but less than 3 mm (1/8 inch) width seal. For 60 mL and 35 mL products, less than 5 mm width.",,,2020-12-07,S8F,Rotary cutter blades installed on wrong side of fixed blade,Due to high scrap the rotary cutter blades were adjusted but when they installed them they were put on the incorrect side of the fixed blades.,CLOSED,Syringe
460,NC-IL081-27589,2020-12-10 00:00:00,SFF-SA-V-Mixed Product 2,Reject,20M01963X,6000,8881112985,,,Quality,Yes,Yes,2020-12-16 16:11:17.573000,2020-12-16 00:00:00,122.2,733200.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-12-10,S7R,Push rods too high,Root Cause: It is possible that a slight variation in part length from the previous production run using a different barrel type caused the push down rods to not fully engage the rubber tips.,CLOSED,Syringe
461,NC-IL081-27618,2020-12-11 00:00:00,PR-- PR--oduct testing fails,Reject,195493,22940,RM165,,,Quality,Yes,Yes,2021-03-17 21:46:13.857000,2021-03-17 00:00:00,0.0,0.0,,Not Specified,Process,2020-12-11,RSN,Incorrect mix of resin,Mix of resins may impact the properties of a component,CLOSED,Container
462,NC-IL081-27618,2020-12-11 00:00:00,PR-- PR--oduct testing fails,Reject,195180,23100,RM165,,,Quality,Yes,Yes,2021-03-17 21:46:13.857000,2021-03-17 00:00:00,0.0,0.0,,Not Specified,Process,2020-12-11,RSN,Incorrect mix of resin,Mix of resins may impact the properties of a component,CLOSED,Container
463,NC-IL081-27618,2020-12-11 00:00:00,PR-- PR--oduct testing fails,Reject,195184,23065,RM165,,,Quality,Yes,Yes,2021-03-17 21:46:13.857000,2021-03-17 00:00:00,0.0,0.0,,Not Specified,Process,2020-12-11,RSN,Incorrect mix of resin,Mix of resins may impact the properties of a component,CLOSED,Container
464,NC-IL081-27618,2020-12-11 00:00:00,PR-- PR--oduct testing fails,Reject,195284,22860,RM165,,,Quality,Yes,Yes,2021-03-17 21:46:13.857000,2021-03-17 00:00:00,0.0,0.0,,Not Specified,Process,2020-12-11,RSN,Incorrect mix of resin,Mix of resins may impact the properties of a component,CLOSED,Container
465,NC-IL081-27829,2020-12-18 00:00:00,Out of Spec Visual Inspection (Visual Defect),Reject,20K21763X,54,4502570,,,Quality,Yes,Yes,2021-01-22 16:36:20.187000,2021-01-22 00:00:00,0.1,5.4,,Visual,misc,2020-12-18,S6K,Machine Failure,"Though a root cause could not be confirmed, the most probable cause resides with the rubber stopper and sensor positioning.",CLOSED,Syringe
466,NC-IL081-27905,2020-12-21 00:00:00,PR-- PR--oduct testing fails,Reject,195184,23065,RM165,,,Quality,Yes,Yes,2020-12-30 19:49:39.443000,2020-12-30 00:00:00,0.0,0.0,,Not Specified,Process,2020-12-21,RSN,Cause Unknown,Cause Unknown,CLOSED,Container
467,NC-IL081-27906,2020-12-21 00:00:00,Outside Validated Parameters,Reject,M1120486,9466,PT00007239,Chroma Corporation,,Quality,Yes,Yes,2021-01-29 18:57:51.013000,2021-01-05 00:00:00,0.2,1893.2,,Not Specified,Process,2020-12-21,,Process/Method,"1,2, & 5- Process/Method. Chroma is in the process of implementing a new ERP System. When the CIMPRO/BC Data transfer was done the pellet count did not get put on the BC data worksheet for distribution. 3- Pellet count was out of specification, as mentioned, the product had shipped already. 4- Customer service asked for a deviation since pellet count was out of specification, this was not accepted by the customer, CAH.",CLOSED,
468,NC-IL081-27934,2020-12-22 00:00:00,Molding Defect - Incorrect Resin,Reject,20L20663,2400,8990SA,,,Quality,Yes,Yes,2021-01-07 14:52:09.833000,2021-01-07 00:00:00,42.8,102720.0,,Not Specified,Process,2020-12-22,C31,Human Error,Human Error,CLOSED,Container
469,NC-IL081-28111,2021-01-04 00:00:00,PR-- PR--oduct testing fails,Reject,00195284,22860,RM165,,,Quality,Yes,Yes,2021-01-15 14:33:41.507000,2021-01-15 00:00:00,0.0,0.0,,Not Specified,Process,2021-01-04,RSN,Cause Unknown,"Cause Unknown; NC-IL081-28111, NC-IL081-27905, and NC-IL081-27618 will both be investigated and dispositioned under NC-IL081-27618.",CLOSED,Container
470,NC-IL081-28186,2021-01-06 00:00:00,Visual- Assembly,Reject,140134,2410,CL63R1779,American Eagle Packaging Corporation,,Quality,Yes,Yes,2021-02-10 16:26:05.240000,2021-02-09 00:00:00,1.1,2651.0,Visual- Assembly,,,2021-01-06,INC,Process/Method,"Process/Method\nWhile in a stack, it makes it hard for the converting equipment operators to see the defect. After running the sheet through the machine, the end carton had a rough edge.",CLOSED,
471,NC-IL081-28591,2021-01-19 00:00:00,SFF-M-V-Flash/Gate 1,Reject,21A05063,2000,R7642B,,,Quality,Yes,Yes,2021-01-22 19:44:25.240000,2021-01-22 00:00:00,0.1,200.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2021-01-19,S4A,Tooling/ fixture wear,Wear on tooling causes variation,CLOSED,Syringe
472,NC-IL081-28827,2021-01-25 00:00:00,SFF-SA-V-Mixed Product 1,Reject,21A09063X,30400,8881112599,,,Quality,Yes,Yes,2021-02-17 17:38:40.500000,2021-02-17 00:00:00,58.4,1775360.0,Mixed Product Type 1: Incorrect or mixed product,,,2021-01-26,S1P,Tips in incorrect totes,4006202 part is the correct rubber tip for product code 8881112599. Quality observed mixed tips with 4101801 in the finish cases. No other totes of 4006202 were observed on the floor or in the tip room to be mixed with the incorrect part. Most probable root cause would be someone had changed over to part number 4101801 in the tip room but failed to switch over to the correct colored tote.,CLOSED,Syringe
473,NC-IL081-28977,2021-01-29 00:00:00,SFF-M-V-Deformation 1,Reject,21A09463X,53000,4502570,,,Quality,Yes,Yes,2021-02-23 15:35:42.860000,2021-02-23 00:00:00,0.1,5300.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2021-01-30,S6A,Machine Failure,Machine Failure-  Root cause: The most probable root cause was not getting enough cooling to the mold cavity due to a blocked bubbler.\n\nCorrection: The cavity was blocked and work order #CL-3282907 written to regain cavitation.,CLOSED,Syringe
474,NC-IL081-29292,2021-02-09 00:00:00,SFF-SA-V-Particulate 3,Reject,21B05563X,198000,4502570,,,Quality Assurance,Yes,Yes,2021-03-12 17:39:32.027000,2021-03-12 00:00:00,0.1,19800.0,Particulate Type 3: ‘Enteral Oral’ Syringes ONLY: Extraneous matter in fluid pathway. (Does not apply to Enfit Enteral Syringe with external luer threads,,,2021-02-10,S6K,Conveyor belt rubbing,The belt on the conveyor going into the barrel bowl was not staying in the track causing it to move side to side causing rubbing and degrading. Small bits of the material were getting into the syringes. Lack of PM.,CLOSED,Syringe
475,NC-IL081-29292,2021-02-09 00:00:00,SFF-SA-V-Particulate 3,Reject,21A15963X,41000,4502570,,,Quality Assurance,Yes,Yes,2021-03-12 17:39:32.027000,2021-03-12 00:00:00,0.1,4100.0,Particulate Type 3: ‘Enteral Oral’ Syringes ONLY: Extraneous matter in fluid pathway. (Does not apply to Enfit Enteral Syringe with external luer threads,,,2021-02-10,S6K,Conveyor belt rubbing,The belt on the conveyor going into the barrel bowl was not staying in the track causing it to move side to side causing rubbing and degrading. Small bits of the material were getting into the syringes. Lack of PM.,CLOSED,Syringe
476,NC-IL081-29488,2021-02-16 00:00:00,SFF-SPIC-V-Labeling/Print 1,Reject,21B06863X,46080,1181200777,,,Quality Assurance,Yes,Yes,2021-02-22 14:45:04.237000,2021-02-22 00:00:00,67.9,3128832.0000000005,Lot Number and Expiration Date (where applicable) is incomplete or missing,,,2021-02-16,S8N,Human Error,Human Error,CLOSED,Syringe
477,NC-IL081-29924,2021-03-05 00:00:00,SFF-M-V-Flash/Gate 1,Reject,21B36063X,4000,4502570,,,Quality,Yes,Yes,2021-03-12 21:56:05.213000,2021-03-12 00:00:00,0.1,400.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2021-03-06,S6A,Tool damage,Plastic behind the insert cavity #17,CLOSED,Syringe
478,NC-IL081-29983,2021-03-08 00:00:00,Packaging Damaged,Reject,062012045A,24000,RM175,Channel Prime Alliance,,Quality,Yes,Yes,2021-03-26 17:31:04.493000,2021-03-22 00:00:00,0.1,2400.0,Not Found,Not Found,Not Found,2021-03-08,INC,PR-Unknown,Unknown-MEDMFGPR. Supplier could not determine root cause with the 3rd party carrier. The shipping warehouse confirmed the material was in good shipping condition with no reported damage at the time of loading the material onto the delivery carriers truck. The Ravago Logistics teamed confirmed the driver did not handle (load or unload) the material in question. The driver delivered with no incidences reported. \n\nThe Driver did sign the BOL (attached) documenting the damage to the gaylord upon receipt at CAH Crystal Lake.,CLOSED,
479,NC-IL081-30059,2021-03-10 00:00:00,SFF-M-V-Deformation 2,Reject,21B30063X,4000,5551771405,,,Quality Assurance,Yes,Yes,2021-03-12 19:37:55.173000,2021-03-12 00:00:00,90.8,363200.0,The dimension of the barrel end is different than specification,,,2021-03-10,S4A,High Mold Temp,The thermolator was accidently shut off which caused low water in the DME resulting in failure to cool parts prior to ejection.,CLOSED,Syringe
480,NC-IL081-30082,2021-03-10 00:00:00,SFF-M-V-Flash/Gate 2,Reject,21C03163X,40000,4502570,,,Quality Assurance,Yes,Yes,2021-03-12 22:10:44.233000,2021-03-12 00:00:00,0.1,4000.0,Flash Type 2: Flash in Functional Areas exceeds 1/32” (.031”),,,2021-03-11,S6A,Bolt came out,"The bolt on the under side of the rack for the core pull came out, causing rack to not be able to go down completely.",CLOSED,Syringe
481,NC-IL081-30316,2021-03-19 00:00:00,Visual- Contamination (not for rubber tips),Reject,UP90021517,675,5170588,"Bates Container, Llc",,Quality,Yes,Yes,2021-04-26 19:09:19,2021-04-26 00:00:00,0.2,135.0,Visual- Contamination (not for rubber tips),,,2021-03-19,INC,PR-Unknown,Unknown-MEDMFGPR. Root cause documented in CAPA-IL081-02219,CLOSED,Incoming
482,NC-IL081-30352,2021-03-22 00:00:00,"CFF-V-Blisters, Bubbles and Voids",Reject,21A03163,220,8989,,,Quality,Yes,Yes,2021-04-19 18:51:23.750000,2021-04-19 00:00:00,40.6,8932.0,Single bubble greater than or equal to 0.080”; Up to 3 bubbles between 0.060 and 0.080”; Up to 4 bubbles less than or equal to 0.060”; Up to 8 bubbles less than 0.030”; Living Hinge = Reject All,Visual,Molding,2021-03-22,C52,incorrect tooling/ fixture,The air was being trapped in certain positions as the material had uneven flow due to out of spec gate inserts.,CLOSED,Container
483,NC-IL081-30415,2021-03-24 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Reject,21C29763X,16000,4502570,,,Quality Assurance,Yes,Yes,2021-04-12 15:55:29.773000,2021-04-12 00:00:00,0.1,1600.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2021-03-24,S6C,Bad gate,Gate damaged on cavity 23B plastic caught in the gate causing scratch.,CLOSED,Syringe
484,NC-IL081-30554,2021-03-27 00:00:00,CFF-D-Molding 1,Reject,21B00263,400,8980-,,,Quality,Yes,Yes,2021-04-16 16:45:49.517000,2021-04-16 00:00:00,,,Wall Thickness,Dimensional,Molding,2021-03-27,C56,Tooling/ fixture damaged,Damaged tooling/ fixture causing process variation,CLOSED,Container
485,NC-IL081-30680,2021-04-01 00:00:00,SFF-M-V-Broken/Damaged 2,Reject,21C36463X,211000,4502570,,,Quality Assurance,Yes,Yes,2021-06-24 15:56:55.380000,2021-06-24 00:00:00,0.1,21100.0,Broken or damaged product but still Functional,,,2021-04-01,S6B,Machine Failure,Machine Failure,CLOSED,Syringe
486,NC-IL081-31502,2021-05-06 00:00:00,Packaging Artwork - Poor / Missing Print,Reject,529254,800,CM285160000,Packaging Corporation of America,,Quality,Yes,Yes,2021-06-15 20:55:49.907000,2021-05-20 00:00:00,0.4,320.0,Not Found,Not Found,Not Found,2021-05-06,INC,Process/Method,"Process/Method. Not enough anilox roll pressure on our die cutting/printing machine caused the print to fade on a few cartons.\n\nDuring the inspection, the machine set up was found to be completed properly.",CLOSED,
487,NC-IL081-31800,2021-05-20 00:00:00,SFF-SA-V-Mixed Product 1,Reject,21E09263X,127000,4502570,,,Quality,Yes,Yes,2021-06-22 19:41:26.253000,2021-06-22 00:00:00,0.1,12700.0,Mixed Product Type 1: Incorrect or mixed product,,,2021-05-20,S8D,Procedure/Method,The Start-Up checklist was followed as designed but did not cover the Cavity Location Sheet or the Tool Room Defect Sheet. This resulted in missing the 58121 tool was converted to 58121-02 and causing softpack plungers to be fed to line 6 or mixed product.,CLOSED,Syringe
488,NC-IL081-31912,2021-05-26 00:00:00,SFF-SA-V-Damaged Components 3,Reject,21E08463X,87840,8881512878,,,Quality Assurance,Yes,Yes,2021-08-04 21:42:17.270000,2021-08-04 00:00:00,102.1,8968464.0,Damaged Components Type 3: Damaged product/component (functional but less than desired); Scratches/drag marks on the barrel,,,2021-05-26,S2R,Misaligned assembly transfer,Misaligned assembly transfer,CLOSED,Syringe
489,NC-IL081-31977,2021-05-28 00:00:00,CFF-F-Welding,Reject,21D196962,70,WP8520N,,,Quality,Yes,Yes,2021-07-12 13:46:50.227000,2021-07-12 00:00:00,1.2,84.0,Weld Strength ,Functional,Welding,2021-05-28,C23,Equipment variation requiring maintenance adjustments,"The process was not changed from the prior linear encoder which was nearing its end of life. After calibrating the welder and replacing the linear encoder, adjustments need to be made to the Energy (J), Down Speed, and Air Pressure.",CLOSED,Container
490,NC-IL081-32093,2021-06-03 00:00:00,Internal Threads issue,Reject,20D02863X,315000,4502500,,,Quality,Yes,Yes,2021-08-30 21:04:34.420000,2021-08-30 00:00:00,0.1,31500.0,Not Found,Not Found,Not Found,2021-06-03,S8B,Inadequate Procedure,Inadequate Procedure,CLOSED,Syringe
491,NC-IL081-32106,2021-06-03 00:00:00,SFF-P-V-Numbering 1,Reject,21E09563X,1000,8881907102,,,Quality,Yes,Yes,2021-06-22 21:52:44.027000,2021-06-22 00:00:00,62.5,62500.0,Type 1: Missing 1 or more numeral(s),,,2021-06-03,S7P,Gap on escapement jam trip gate too wide,"AM-224 was found to be producing barrels with twisted print due to parts jumping off chain to early. Found back rail front end not set evenly with the back end of back rail. Pulled apart and re-aligned. Reset micrometer for grad line adjustment to allow room for adjustment to either side. Adjusted grad line and adjusted both transfer sprockets as they were pushing/lifting barrel a bit too early causing twisted print. After adjusted transfer sprockets, adjustments to harmonic collar to center print had to be done several times with every adjustment of transfer sprocket and rail adjustment. ITW came in to work on the printer they adjusted pad height, synchronized the barrel chain in feed to the pad, and adjusted the infeed rail. Printer still having issues ITW returned and found the gap on the escapement jam trip gate was too wide. Adjustments made to narrow the gap to eliminate the turning and jamming into the star wheel.",CLOSED,Syringe
492,NC-IL081-32244,2021-06-09 00:00:00,Out of Spec Product Functional,Reject,351783,3300,PT00006657,Paperworks Packaging Group,,Quality,Yes,Yes,2021-08-11 16:24:12.830000,2021-08-09 00:00:00,0.4,1320.0,,Functional,Molding,2021-06-09,INC,PR-Undetermined,PR-Undetermined-MEDMFGPR.,CLOSED,
493,NC-IL081-34500,2021-09-10 00:00:00,SFF-M-V Grease/Lint/Particulate 1,Reject,21J01963X,28000,8881112083,,,Quality,Yes,Yes,2021-10-12 14:17:17.170000,2021-10-12 00:00:00,119.7,3351600.0,Not Found,Not Found,Not Found,2021-09-10,S2R,Misaligned assembly transfer,"The most probable root cause is that after the cleaning was performed on 09/07/2021 the transfer tubes were not aligned properly, resulting in increased contact between the barrels and air vents.",CLOSED,Syringe
494,NC-IL081-34746,2021-09-22 00:00:00,CFF-V-Label Verification and Barcode Verification 2,Reject,21J04063,42,31143665,,,Quality,Yes,Yes,2021-09-29 20:39:05.613000,2021-09-29 00:00:00,31.3,1314.6000000000001,BH - Bad/Missing label print,Visual,Labeling,2021-09-22,C67,Printer Malfunction,Printer Malfunction,CLOSED,Container
495,NC-IL081-35219,2021-10-12 00:00:00,CFF-D-Molding 1,Reject,21E12663,102,8930SA,,,Quality,Yes,Yes,2021-11-04 21:22:44.220000,2021-11-04 00:00:00,47.1,4804.2,Wall Thickness,Dimensional,Molding,2021-10-13,C54,Incorrect Setup,Incorrect Setup,CLOSED,Container
496,NC-IL081-08442,2019-02-05 00:00:00,Incorrect lot number,Return to Vendor,42476,10000,PT00012138,Schiele Graphics Inc,,Quality,Yes,Yes,2019-02-27 14:52:45.347000,2019-02-27 00:00:00,0.0,0.0,Not Found,Not Found,Not Found,2019-02-05,INC,Process/Method,"Process/Method. Supplier did not have a check in place to verify label information. Supplier stated in their investigation ""After expanding our procedures to include extra checking on the Covidien paperwork, we still experience human error in a typo on the label itself.""",CLOSED,
497,NC-IL081-10122,2019-03-18 00:00:00,Visual- Loose Particulate,Return to Vendor,19C15-1-8,2880000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-04-15 13:34:27.177000,2019-04-02 00:00:00,0.0,0.0,Visual- Loose Particulate,,,2019-03-18,Incoming Inspection,Procedure/Method,Procedure/Method. Refer to SCAR CAPA-MA-029-00916,CLOSED,Syringe
