,Lot Number,Product,Date,Shop Order,requested_qty,packaging,resin,colorant,Formula Sheet,misc,lid component lid,label,lid assembly,PRINTER ACCESSORIES,SILICON FLUID,rubber tip,ifu,pad,label stock,label kit,purging solvent,lid component hood,lid component,PAD,LABEL,barrel,lid component rotor,lid,lid component door,lid component cap,lid component washer,container,TRAY,fg,lid component cowl,bracket key,cannula,tip cap,Value Stream
164,19L13463,8507SA,20200120,190884,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
165,19L13763X,8881412012,20200601,190887,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
166,19L14263X,8881412012,20200101,190892,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
167,19L14663X,8881512878,20200122,190896,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
168,19L15463X,4502570,20201201,190904,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
169,19L16563X,8881907102,20200601,190915,0,EXP5013,,,FS10017466,,,,,EXP6021,PT00009994,,,,PT00004155,,,,,,,,,,,,,,,,,,,,Syringe
170,19L17563,8618RC,20200129,190925,560.000,R1700,RM176,RM074,FS10021632,,,,WP7417P,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
171,19L18163,8536SA,20200130,190935,68571.360,CL63R1780,RM171,,FS10003137,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
172,19L18463,8851,20200722,190938,10260.000,R1644A,RM129,PT00065942,FS10021628,,,PT00006652,WP7450BL,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
173,19L18663,8930SA,20200205,190940,5478.000,R1741,RM176,PT00065936,FS10003176,,,PT00068808,PT00012247,,,,CL63R98211,,R4415,,,,,R5104,,,,,,,,,,,,,,,Containers
174,19L18863,8935,20200110,190942,20320.000,R1292D,RM165,,FS20001205,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
175,19L18963,8938,20200115,190943,10640.000,R1690,RM165,,FS10003185,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
176,19L190650,WP7417P,20200122,190650,56115.000,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
177,19L190687,WP8999,20200302,190687,0,R98028,RM093,PT00065942,FS10002996,,,R4237,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
178,19L190747,WP8998P,20200130,190747,0,R98028,RM176,PT00065942,DC00030204,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
179,19L190748,WP8998,20200212,190748,0,R98028,RM093,PT00065942,DC00030203,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
180,19L190750,WP8982,20200120,190750,0,R98028,RM160,PT00065942,FS10002992,,,,,,,,,,,,X9894,,,,,,,,,R7075BY,R8249,,,,,,,,Containers
181,19L190751,WP8935,20200129,190751,0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
182,19L190754,WP8540,20200110,190754,7920.000,R1612B,,,FS10007856,,R7622,,,,,,,,,,,,,,,,,,WP7623,,,,,,R7624,,,,Containers
183,19L190757,WP8510,20200128,190757,51967.703,,RM093,,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
184,19L190759,WP7483,20200111,190759,257078.640,,RM093,,FS10002955,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
185,19L190761,WP7445,20200210,190761,0,RM054,RM129,PT00065936,FS10002949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
186,19L190762,WP7417P,20200601,190762,8550.000,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
187,19L190768,R7075BY,20200212,190768,0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
188,19L190790,WP8520N,20200205,190790,0,R1703,RM004,,FS10002970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
189,19L190792,WP8980-C,20200212,190792,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
190,19L190795,WP8998,20200408,190795,0,R98028,RM093,PT00065942,DC00030203,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
191,19L190817,WP851201N,20200108,190817,14652.000,,,,FS10002967,,R7067,,,,,,,,,,,,R7068,,,,,,,,,,,,,,,,Containers
192,19L190840,R7622,20200107,190840,43303.404,,RM093,,FS10007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
193,19L190853,WP8526,20200113,190853,0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
194,19L190855,WP7478,20200225,190855,25985.457,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
195,19L190856,WP7478,20200302,190856,26851.639,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
196,19L190857,WP7477,20200129,190857,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
197,19L190858,WP7477,20200203,190858,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
198,19L190859,WP7102,20200129,190859,184954.951,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
199,19L190861,PT00075579,20200106,190861,4453.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
200,19L190863,R7013,20200206,190863,0,,RM110,PT00065942,FS10002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
201,19L190865,R7616,20200311,190865,178355.108,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
202,19L190951,WP8998P,20200214,190951,0,R98028,RM176,PT00065942,DC00030204,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
203,19L190952,R7624,20200108,190952,55897.088,,RM093,,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
204,19L190953,WP8979,20200129,190953,0,,RM004,,FS10002990,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
205,19L190954,WP8965U,20200205,190954,0,,RM004,,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
206,19L190955,WP8860,20200306,190955,0,R98028,RM093,PT00065943,DC00030198,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
208,19L190966,WP7026,20200305,190966,0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
209,19L190967,WP3204,20200203,190967,0,,RM171,,FS10002935,,,,,,,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,Containers
210,19L190968,PT00096177,20200212,190968,0,R1800,RM004,,FS10002952,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,Containers
211,19L190969,R7013,20200415,190969,0,,RM110,PT00065942,FS10002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
212,19L190971,R7075BR,20200211,190971,0,,RM044,RM042,FS10002857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
213,19L190972,R7075BY,20200110,190972,0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
214,19L190973,WP851201N,20200204,190973,19204.000,,,,FS10002967,,R7067,,,,,,,,,,,,R7068,,,,,,,,,,,,,,,,Containers
215,19L191038,PT00013692,20200226,191038,17640.000,,,,DC00017291,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
217,19L191121,PT00013692,20200129,191121,17640.000,,,,DC00017291,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
218,19L191136,PT00013702,20200129,191136,15090.000,,,,DC00017306,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
219,19L191153,WP8982,20200505,191153,0,R98028,RM160,PT00065942,FS10002992,,,,,,,,,,,,X9894,,,,,,,,,R7075BY,R8249,,,,,,,,Containers
220,19L191263,WP8935,20200404,191263,0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
223,19L191267,PT00013694,20200129,191267,15000.000,,,,DC00017294,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
224,19L19163,8980,20200206,190945,22320.000,R1644A,RM165,,FS10003210,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
225,19L19263,8990SA,20200212,190946,17920.000,R1528A,RM129,PT00065936,FS10003229,,,,WP3204,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
226,19L19563,V8938,20200220,190949,334070.964,CL63R1770A,RM093,PT00065936,FS10029847,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
227,19L19663,8617RC,20200205,190950,12680.000,R1700,RM165,RM074,FS10025555,,,,PT00013694,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
228,19L19763,1525SA,20200122,190974,8960.000,R1528A,RM165,PT00065936,FS10003047,,,,WP7024K,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
229,19L19863X,5551731218,20200102,190975,0,EXP6001,,,FS10013524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
230,19L19963X,5551731218,20200102,190976,0,EXP6001,,,FS10013524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
231,19M00163,V8970,20200124,190980,22960.000,CL63R1603,RM165,PT00065936,FS10003255,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
232,19M00263X,1181200777,20200102,190987,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
233,19M00363X,1181200777,20200102,190988,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
234,19M00463X,1181200777,20201201,190989,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
235,19M00563X,1181200777,20200102,190990,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
236,19M00663X,1181200777,20200102,190991,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
237,19M00763X,1181200777,20200115,190992,0,EXP6020,,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,,,,,,,,,,,,,,,,,,,,,Syringe
238,19M00863X,1181200777,20200115,190993,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
239,19M00963,8918GSTC,20200101,190994,203610.000,R1700,RM176,,,,,PT00089213,PT00096202,,,,,,R4415,,,,,,,,,,,,,,,,,,,,Containers
240,19M01763,31323358,20200225,191002,172483.303,,RM004,RM260,FS10006098,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
241,19M01863,851201,20200131,190816,13580.000,R1320D,RM171,,FS10003094,,,,WP851201N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
242,19M02063,8982,20201223,191004,26320.000,R1528A,RM129,PT00062563,FS10003217,,,PT00068683,,,,,CL63R9960A,,R4415,,,,,R5098,,,,WP8982,,,,,,,,,,,Containers
243,19M02163,8985CRH,20200226,191005,0,R1644A,RM129,PT00065936,FS10028280,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
244,19M02263,8985S,20200408,191006,8460.000,R1644A,RM129,PT00062563,FS10003224,,,,WP7449,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
245,19M02463,V8985,20200226,191008,0,CL63R1654,RM129,PT00062563,FS10003257,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
246,19M03163,047,20200212,191039,51120.000,R1528A,RM129,PT00065936,FS10026366,,,PT00034301,WP7102,,,,PT00034377,,R4415,,,,,,,,,,,,,,,,,,,,Containers
247,19M03363,31144010,20200304,191041,46080.000,R1680,RM171,RM170,FS10006041,,,,WP7605,,,,PT00006643,,R4415,,,,,R1679,,,,,,,,,,,,,,,Containers
248,19M03563,31300919,20200325,191043,27000.000,R1680,RM171,RM260,FS10006050,,,,WP7605,,,,PT00006643,,R4415,,,,,R1679,,,,,,,,,,,,,,,Containers
249,19M03663,31314886,20200211,191044,562062.503,,RM106,RM170,FS10006080,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
250,19M03763,8303SA,20200106,191045,52286.876,R1378B,RM157,PT00065936,FS10003077,,,,,,,,PT00052518,,R4415,,,,,,,,,,,,,,,,,,,,Containers
251,19M03863,8506SA,20200323,191046,103445.096,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
252,19M04063,8507SA,20200217,191048,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
253,19M04263,8529,20200129,191050,600.000,R9249D,,,FS10003128,,,,,,,,,,R4415,,,,,,,,,,,,,,R8550,,,,,,Containers
254,19M04363,8537SA,20200226,191051,114903.360,CL63R1780,RM171,RM170,FS10003139,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
255,19M04963,8900SA,20200304,191057,1566.000,CL63R1796,RM129,PT00065936,FS10003166,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
256,19M05063,8931PG2,20200226,191058,3600.000,R1292D,RM176,RM026,FS10003748,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
257,19M05663,8997,20200318,191065,7020.000,RM054,RM129,PT00065936,FS10003237,,,,PT00013707,,,,PT00012138,,R4415,,,,,,,,,,,,,,,,,,,,Containers
258,19M05763,V8980,20200127,191066,6300.000,RM054,RM129,PT00065936,FS10003256,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
259,19M06063X,8881512878,20200122,191068,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
260,19M06163X,8881512878,20200122,191069,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
261,19M06263X,8881412012,20200107,191070,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
262,19M06363X,8881412012,20200115,191071,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
263,19M06463X,8881412012,20200113,191072,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
264,19M07063X,4502570,20200601,191078,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
265,19M07863X,1181200777,20200601,191086,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
266,19M07963X,1181200777,20200617,191087,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
267,19M08363,8506SA,20200203,190784,95299.813,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
268,19M08463,8506SA,20200318,190785,95299.812,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
269,19M08663,1522SA,20200303,190877,42519.859,R1302D,RM129,PT00065936,FS10003045,,,,,,,,PT00006610,,R4415,,,,,,,,R7013,,,,,,,,,,,,Containers
270,19M09063,85221R,20200318,191114,68760.000,,RM171,RM170,FS10003118,,,,WP8520N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
271,19M09263,8617RC,20200219,191116,8400.000,R1700,RM176,RM074,FS10025555,,,,PT00013694,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
272,19M09363,8938,20200226,191117,21800.000,RM054,RM093,PT00065936,FS10003185,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
273,19M09463,8935,20200403,191118,25200.000,RM054,RM165,PT00065936,FS20001205,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
274,19M09763,8982CRH,20200513,191130,0,R1528A,RM165,PT00065936,FS10028277,,,,,,,,PT00006655,,R4415,,,,,R5098,,,,WP8982,,,,,,,,,,,Containers
275,19M10063X,8881112599,20200113,191134,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
276,19M10163X,8881112599,20200115,191135,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
277,19M10863X,4502570,20200601,191143,0,EXP5013,,,DC00056758,,,,,EXP5050,PT00009994,,,,,,,,,,,,,,,,,,,,,,,,Syringe
278,19M10963X,4502570,20201201,191144,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
279,19M11163X,6492739,20200106,191146,384.000,5000109,0301001,,FS20003060,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
280,19M11263X,6492739,20200109,191147,126.000,5000109,0301001,,FS20003060,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
281,19M11463X,6492739,20200129,191149,384.000,5000109,0301001,,FS20003060,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
282,19M11563X,6492739,20200227,191150,384.000,5000109,0301001,,FS20003060,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
283,19M11663X,6492739,20200304,191151,384.000,5000109,0301001,,FS20003060,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
284,19M11863,065,20200204,191156,1260.000,CL63R1771,RM129,PT00065936,FS20001323,,,PT00034306,,,,,PT00034305,,R4415,,,,,,,,,,,,,,,,,,,,Containers
285,19M11963,31156550,20200401,191157,3330.000,RM054,RM129,PT00065936,FS10006137,,,,WP4810,,,,PT00067912,,R4415,,,,,,,,,,,,,,,,,,,,Containers
286,19M12063,31323168,20200205,191158,480.000,RM054,RM129,PT00065936,FS10006146,,,PT00047930,WP4810,,,,PT00067912,,,,,,,,,,,,,,,,,,,,,,Containers
287,19M12163,8303SA,20200217,191159,56794.976,R1378B,RM157,PT00065936,FS10003077,,,,,,,,PT00052518,,R4415,,,,,,,,,,,,,,,,,,,,Containers
288,19M12263,8507SA,20200210,191160,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
289,19M12363,8533Y,20200214,191161,35829.000,,RM004,RM260,FS10012536,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,PT00096177,,,,,,,Containers
290,19M12463,8541SA,20200214,191162,1236.000,,RM032,RM170,FS10007851,,,,WP8540,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
291,19M12563,8607RC,20200226,191163,0,R1644A,RM168,RM074,FS10025554,,,,PT00013692,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
292,19M12863,8836SA,20200114,191166,1764.000,,RM093,,FS10006504,,,PT00068805,WP8836P,,,,CL63R98234,,R4415,,,,,R5098,,,,,,,,,,,,,,,Containers
293,19M13163,8932,20200303,191169,2000.000,R1292D,RM165,,FS20001205,,,,PT00013703,,,,PT00012138,,R4415,,,,,,,,,WP8999,,,,,,,,,,,Containers
294,19M13663,8970Y,20200205,191174,11200.000,PT00044733,RM171,RM260,FS10003205,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
295,19M13763,8980S,20200408,191175,37800.000,R1644A,RM165,,FS10003214,,,,WP7445,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
296,19M13863,8980Y,20200226,191176,13500.000,R1644A,RM093,PT00062563,FS10003215,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
297,19M14063,8985PG2,20200319,191178,0,R1644A,RM129,PT00062563,FS10003744,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
298,19M14363,8989CRH,20200212,191181,1120.000,R1700,RM165,,FS10028282,,,,PT00013702,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
299,19M15363,8507SA,20200106,191212,61904.116,CL63R1776,RM171,RM170,FS10003086,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
300,19M15563X,8881112599,20200122,191215,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
301,19M15663X,8881112599,20200120,191216,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
302,19M15763X,8881512852,20200205,191217,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
303,19M15863X,8881512852,20200205,191218,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
304,19M15963X,8881512852,20200205,191219,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
305,19M16063X,8881512852,20200205,191220,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
306,19M16163X,8881512852,20200601,191221,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
307,19M16263X,8881412012,20200113,191223,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
308,19M16363X,5551771405,20200126,191224,0,5500148,0301009,,FS10023269,,,,,,,,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
309,19M16463X,5551771405,20200129,191225,0,5500148,0301009,,FS10023269,,,,,,,,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
310,19M16663X,4502570,20200102,191227,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
311,19M16763X,4502570,20200102,191228,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
312,19M16863X,4502570,20200103,191229,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
313,19M16963X,4502570,20200601,191230,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
314,19M17063X,4502570,20200105,191231,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
315,19M17263X,4502570,20200601,191233,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
316,19M17363,8970,20200101,191234,0,R1528A,RM165,PT00065936,FS10003203,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
317,19M17463,8860,20200226,191236,6880.000,R1292D,RM129,PT00065942,FS10003162,,,PT00006652,PT00013699,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
318,19M17563X,412SE,20200108,191244,5591.803,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
319,19M17663X,412SE,20200108,191245,6218.471,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
320,19M17763X,412SE,20200108,191246,5953.342,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
321,19M17863X,412SE,20200108,191247,5953.342,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
322,19M17963X,412SE,20200115,191248,6917.446,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
323,19M18663,8535Y,20200224,191255,18200.000,R1317D,RM004,RM260,FS10003136,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
324,19M18763,8985,20200221,191258,0,R1644A,RM093,PT00062563,FS10003221,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
325,19M18963,V8506,20200325,191261,43169.975,CL63R1767A,RM171,,FS10029846,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
326,19M19063,851301,20200212,191262,14500.000,R1320D,RM171,RM170,FS10003099,,,,WP851201N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
327,19M190773,R7568,20200219,190773,34382.400,,RM004,,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
328,19M191013,WP8985,20200325,191013,0,R98028,RM093,PT00065942,DC00030201,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
329,19M191016,WP7478,20200316,191016,25985.485,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
330,19M191017,WP7478,20200401,191017,25985.485,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
331,19M191018,WP7477,20200217,191018,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
332,19M191019,WP7477,20200311,191019,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
